date,market,segment,orders,sessions,order_attempts,cancellations,gross_bookings,net_revenue,driver_hours,active_delivery_hours,fulfillment_rate
2023-05-26,seattle,all,820,10563,881,71,38722.46,6714.46,415.2,310.3,0.9308
2023-05-27,seattle,all,976,13119,1024,103,44836.03,7722.52,540.0,417.3,0.9531
2023-05-28,seattle,all,883,11856,932,77,36361.18,6357.96,408.5,313.9,0.9474
2023-05-29,seattle,all,670,9026,719,53,29467.67,5722.84,350.6,284.8,0.9318
2023-05-30,seattle,all,734,9859,784,70,32780.5,6283.78,364.3,290.1,0.9362
2023-05-31,seattle,all,711,9503,746,74,31127.88,5888.14,369.8,300.5,0.9531
2023-06-01,seattle,all,800,10868,825,77,35132.93,6647.98,356.6,275.0,0.9697
2023-06-02,seattle,all,905,11610,972,92,42940.35,8406.27,474.2,362.6,0.9311
2023-06-03,seattle,all,943,12537,1008,87,39921.88,7186.09,437.0,339.4,0.9355
2023-06-04,seattle,all,927,11972,976,101,42417.59,7621.04,450.7,341.3,0.9498
2023-06-05,seattle,all,779,10452,824,80,34818.32,6363.49,358.1,265.4,0.9454
2023-06-06,seattle,all,720,9585,749,71,30321.67,6054.94,339.7,273.0,0.9613
2023-06-07,seattle,all,768,10104,807,70,31972.97,5967.66,366.6,288.9,0.9517
2023-06-08,seattle,all,819,11130,850,79,32970.57,6145.95,383.1,288.3,0.9635
2023-06-09,seattle,all,853,11295,888,62,38443.23,7469.05,445.4,340.6,0.9606
2023-06-10,seattle,all,884,11954,948,91,38773.0,6798.53,454.3,337.3,0.9325
2023-06-11,seattle,all,838,11416,878,67,35349.6,6439.35,386.0,299.6,0.9544
2023-06-12,seattle,all,750,10130,803,85,29904.43,5659.14,420.8,318.1,0.934
2023-06-13,seattle,all,734,9911,773,81,32994.74,6587.09,363.7,293.7,0.9495
2023-06-14,seattle,all,742,10213,767,72,32364.41,5651.93,379.6,293.4,0.9674
2023-06-15,seattle,all,789,10813,827,89,33477.17,6145.1,393.0,299.1,0.9541
2023-06-16,seattle,all,852,10806,884,88,35681.0,7035.13,383.9,305.2,0.9638
2023-06-17,seattle,all,988,12699,1052,76,42953.43,8237.0,525.8,426.2,0.9392
2023-06-18,seattle,all,833,11175,896,89,37513.32,7068.01,446.4,357.9,0.9297
2023-06-19,seattle,all,697,9476,745,83,30162.0,5360.19,348.8,268.4,0.9356
2023-06-20,seattle,all,736,9834,787,53,30459.54,5349.19,394.1,297.8,0.9352
2023-06-21,seattle,all,763,10406,819,63,33474.43,6066.45,405.4,318.7,0.9316
2023-06-22,seattle,all,732,10015,782,73,33891.75,6020.98,388.4,311.4,0.9361
2023-06-23,seattle,all,882,11609,934,80,38886.14,7553.8,436.8,357.2,0.9443
2023-06-24,seattle,all,936,11973,998,95,41324.9,7918.72,476.4,364.8,0.9379
2023-06-25,seattle,all,931,11884,978,92,40296.96,7860.16,483.3,380.3,0.9519
2023-06-26,seattle,all,739,10104,764,81,31069.58,5441.29,380.6,285.2,0.9673
2023-06-27,seattle,all,732,9775,780,54,30721.77,5508.39,344.0,250.7,0.9385
2023-06-28,seattle,all,708,9537,755,65,28563.5,5514.37,331.7,247.2,0.9377
2023-06-29,seattle,all,749,10290,780,85,34902.42,6104.66,360.0,259.7,0.9603
2023-06-30,seattle,all,820,10784,884,72,36914.27,6436.67,400.4,308.7,0.9276
2023-07-01,seattle,all,928,12446,958,88,41000.41,7441.24,500.2,378.8,0.9687
2023-07-02,seattle,all,951,12144,1015,68,42462.42,7456.11,481.4,379.3,0.9369
2023-07-03,seattle,all,678,8851,731,55,30338.44,5229.35,341.9,267.2,0.9275
2023-07-04,seattle,all,745,10121,779,69,31576.08,5664.22,380.9,280.6,0.9564
2023-07-05,seattle,all,726,9906,781,65,31424.49,6167.62,368.5,290.2,0.9296
2023-07-06,seattle,all,796,10499,853,84,34193.57,5870.9,439.8,324.9,0.9332
2023-07-07,seattle,all,915,11682,976,92,45315.5,8473.24,488.8,352.2,0.9375
2023-07-08,seattle,all,927,12399,999,106,42868.6,8011.72,397.2,324.5,0.9279
2023-07-09,seattle,all,906,11876,963,102,40198.62,7473.94,427.0,308.6,0.9408
2023-07-10,seattle,all,688,9278,726,56,32339.55,5988.16,384.7,290.1,0.9477
2023-07-11,seattle,all,693,9480,737,49,32382.03,5521.69,355.9,278.9,0.9403
2023-07-12,seattle,all,738,9859,775,83,30230.58,5182.23,389.9,295.2,0.9523
2023-07-13,seattle,all,816,11141,854,71,35503.93,6580.16,359.0,272.2,0.9555
2023-07-14,seattle,all,907,11992,938,79,39875.43,7937.18,427.0,338.3,0.967
2023-07-15,seattle,all,860,11268,902,67,38997.01,7106.79,430.2,335.6,0.9534
2023-07-16,seattle,all,868,11700,929,91,37764.26,6955.04,391.7,302.3,0.9343
2023-07-17,seattle,all,649,9112,699,55,28415.32,5667.77,359.3,290.5,0.9285
2023-07-18,seattle,all,741,9803,799,58,31851.91,6159.31,373.9,273.3,0.9274
2023-07-19,seattle,all,753,10298,783,72,34869.67,6733.45,347.8,266.8,0.9617
2023-07-20,seattle,all,809,10451,856,87,33027.14,6114.71,407.2,302.9,0.9451
2023-07-21,seattle,all,924,11621,978,77,39787.27,7835.6,502.7,363.8,0.9448
2023-07-22,seattle,all,1001,13222,1040,106,39983.86,7494.39,538.0,440.0,0.9625
2023-07-23,seattle,all,930,11610,985,87,38813.36,7362.93,473.3,375.5,0.9442
2023-07-24,seattle,all,711,9403,745,64,31780.13,6153.48,356.9,264.7,0.9544
2023-07-25,seattle,all,710,9693,765,62,31765.07,5787.52,311.5,236.8,0.9281
2023-07-26,seattle,all,654,9293,682,51,28325.38,5625.37,330.3,245.3,0.9589
2023-07-27,seattle,all,807,10726,865,70,37503.52,7487.21,393.7,310.4,0.9329
2023-07-28,seattle,all,932,12169,1002,106,43784.33,8214.56,438.7,331.2,0.9301
2023-07-29,seattle,all,952,12334,1016,72,41743.01,7374.39,484.2,393.2,0.937
2023-07-30,seattle,all,884,11607,920,104,39383.04,7610.66,440.7,326.5,0.9609
2023-07-31,seattle,all,683,9414,712,51,29372.01,5277.1,363.7,274.6,0.9593
2023-08-01,seattle,all,779,10584,840,69,35350.36,6621.59,389.8,317.0,0.9274
2023-08-02,seattle,all,773,10262,799,78,31981.38,5520.02,420.8,340.2,0.9675
2023-08-03,seattle,all,762,10330,789,85,36538.54,7096.58,419.0,314.0,0.9658
2023-08-04,seattle,all,834,10984,900,64,38787.64,7709.92,390.5,300.0,0.9267
2023-08-05,seattle,all,986,13293,1054,76,40783.29,7048.44,468.3,378.6,0.9355
2023-08-06,seattle,all,905,11811,966,92,38249.06,7341.83,495.1,389.7,0.9369
2023-08-07,seattle,all,676,9306,702,57,30370.48,5947.3,339.0,265.7,0.963
2023-08-08,seattle,all,775,10245,817,79,33523.28,5809.09,386.9,304.1,0.9486
2023-08-09,seattle,all,765,10451,820,85,34576.56,6134.02,392.8,319.0,0.9329
2023-08-10,seattle,all,826,11185,864,61,35690.9,6487.04,373.5,288.2,0.956
2023-08-11,seattle,all,944,11831,981,106,44702.73,8721.63,506.9,374.2,0.9623
2023-08-12,seattle,all,1017,13381,1048,73,44766.59,8273.0,530.2,406.8,0.9704
2023-08-13,seattle,all,902,11895,957,104,44491.35,7746.34,427.0,338.6,0.9425
2023-08-14,seattle,all,767,10216,801,91,34764.95,6177.42,429.7,330.5,0.9576
2023-08-15,seattle,all,734,10246,788,76,30116.98,5542.17,388.6,292.0,0.9315
2023-08-16,seattle,all,797,10473,832,95,38726.46,6629.12,374.6,294.7,0.9579
2023-08-17,seattle,all,827,10918,858,92,38386.94,7252.44,426.8,326.5,0.9639
2023-08-18,seattle,all,868,11225,936,63,38917.93,6645.61,459.3,374.9,0.9274
2023-08-19,seattle,all,954,13373,1029,67,43333.15,8381.76,493.6,372.8,0.9271
2023-08-20,seattle,all,955,12551,1016,68,39521.81,7588.8,450.5,356.7,0.94
2023-08-21,seattle,all,710,9811,764,66,28421.56,5569.58,346.9,269.0,0.9293
2023-08-22,seattle,all,756,9956,785,76,33194.56,5800.13,408.3,297.1,0.9631
2023-08-23,seattle,all,798,10524,840,75,37532.57,7059.03,449.8,345.0,0.95
2023-08-24,seattle,all,839,11212,873,87,37646.4,7281.97,396.7,286.8,0.9611
2023-08-25,seattle,all,840,11252,885,78,40118.55,7440.89,402.0,321.2,0.9492
2023-08-26,seattle,all,1007,12786,1077,73,47235.03,8215.31,468.0,371.3,0.935
2023-08-27,seattle,all,884,11619,948,72,38936.08,6734.69,429.2,311.2,0.9325
2023-08-28,seattle,all,752,9781,775,90,35046.41,6594.93,396.6,305.4,0.9703
2023-08-29,seattle,all,710,9511,745,62,33618.29,6216.97,315.4,257.4,0.953
2023-08-30,seattle,all,751,10009,811,65,32911.52,6512.76,384.8,288.0,0.926
2023-08-31,seattle,all,782,10631,829,61,34040.22,6638.36,412.3,334.1,0.9433
2023-09-01,seattle,all,896,11390,936,107,39700.86,7611.15,432.9,318.2,0.9573
2023-09-02,seattle,all,981,12671,1030,80,37958.62,7571.68,543.7,391.8,0.9524
2023-09-03,seattle,all,1007,12796,1053,103,44929.27,8574.23,446.5,345.2,0.9563
2023-09-04,seattle,all,768,10304,808,55,35009.25,6048.58,354.1,263.4,0.9505
2023-09-05,seattle,all,761,10264,801,56,33725.94,5811.89,378.8,306.0,0.9501
2023-09-06,seattle,all,780,10377,823,83,34911.46,6789.44,405.0,318.9,0.9478
2023-09-07,seattle,all,753,9858,793,77,33059.98,5977.94,338.3,266.8,0.9496
2023-09-08,seattle,all,909,11650,960,95,36002.36,7118.69,473.5,372.8,0.9469
2023-09-09,seattle,all,983,12814,1014,80,46847.53,8130.27,478.5,377.0,0.9694
2023-09-10,seattle,all,915,12423,945,109,39519.56,6954.0,430.6,342.2,0.9683
2023-09-11,seattle,all,756,10014,793,74,32236.52,6227.94,400.1,314.9,0.9533
2023-09-12,seattle,all,722,10014,776,86,33925.02,6629.77,381.6,306.6,0.9304
2023-09-13,seattle,all,817,11000,874,64,37707.12,7391.19,425.1,329.8,0.9348
2023-09-14,seattle,all,797,10758,825,72,35546.79,6148.68,364.7,275.4,0.9661
2023-09-15,seattle,all,881,11846,929,76,40255.19,7304.47,431.4,330.7,0.9483
2023-09-16,seattle,all,1060,13759,1124,114,43946.57,8323.11,483.2,369.2,0.9431
2023-09-17,seattle,all,994,12461,1048,107,43559.1,8605.7,505.6,380.8,0.9485
2023-09-18,seattle,all,725,9832,772,68,33965.18,6017.63,360.9,274.8,0.9391
2023-09-19,seattle,all,836,11084,903,59,35538.6,6681.62,399.1,302.7,0.9258
2023-09-20,seattle,all,836,10755,865,66,34947.87,6091.61,400.6,292.9,0.9665
2023-09-21,seattle,all,816,10803,862,59,36045.11,6935.74,426.9,342.8,0.9466
2023-09-22,seattle,all,866,11468,914,97,38298.44,6657.25,427.0,339.7,0.9475
2023-09-23,seattle,all,1099,14296,1163,93,49921.7,9984.31,519.5,391.6,0.945
2023-09-24,seattle,all,931,12060,967,71,38141.27,6589.59,487.3,396.9,0.9628
2023-09-25,seattle,all,770,10078,818,68,29561.36,5633.22,351.0,286.0,0.9413
2023-09-26,seattle,all,778,10228,803,57,35808.78,6922.24,363.4,292.8,0.9689
2023-09-27,seattle,all,767,10931,818,91,31920.58,5673.55,347.1,250.9,0.9377
2023-09-28,seattle,all,812,11124,863,70,34638.31,6153.32,413.2,312.8,0.9409
2023-09-29,seattle,all,951,12451,995,111,37276.23,7003.62,469.4,359.4,0.9558
2023-09-30,seattle,all,1018,13583,1099,106,47082.92,8894.63,513.8,406.9,0.9263
2023-10-01,seattle,all,867,12237,929,85,38816.24,7437.8,399.7,313.2,0.9333
2023-10-02,seattle,all,708,9679,748,66,31635.16,5928.71,364.7,287.3,0.9465
2023-10-03,seattle,all,831,11188,897,87,37118.78,6504.47,373.5,297.6,0.9264
2023-10-04,seattle,all,736,10019,789,77,29048.19,5743.53,409.7,333.8,0.9328
2023-10-05,seattle,all,842,11565,873,59,35223.08,6163.98,424.8,329.3,0.9645
2023-10-06,seattle,all,884,11540,937,102,38017.48,7107.64,470.7,381.5,0.9434
2023-10-07,seattle,all,1031,13386,1092,91,43665.7,8628.35,478.0,383.1,0.9441
2023-10-08,seattle,all,908,11985,965,80,39409.63,7779.03,462.5,348.6,0.9409
2023-10-09,seattle,all,787,10319,848,71,35054.27,6135.8,373.8,299.6,0.9281
2023-10-10,seattle,all,772,10383,814,80,35677.33,6320.53,381.4,279.1,0.9484
2023-10-11,seattle,all,729,9994,754,65,29702.05,5585.63,392.3,288.7,0.9668
2023-10-12,seattle,all,823,11333,867,73,36196.0,6519.44,399.1,327.0,0.9493
2023-10-13,seattle,all,992,13023,1061,73,45200.87,8675.24,445.6,339.9,0.935
2023-10-14,seattle,all,989,12641,1036,90,41505.38,7706.39,493.1,377.7,0.9546
2023-10-15,seattle,all,871,11573,898,67,37954.49,6755.24,438.6,357.5,0.9699
2023-10-16,seattle,all,784,10438,819,88,35300.71,6436.42,391.5,296.0,0.9573
2023-10-17,seattle,all,776,10432,826,67,34163.14,6516.05,333.0,247.7,0.9395
2023-10-18,seattle,all,808,10462,836,95,36750.45,7113.21,421.5,306.8,0.9665
2023-10-19,seattle,all,881,11780,924,92,38947.54,7052.89,416.1,321.3,0.9535
2023-10-20,seattle,all,882,11687,914,95,38202.86,6614.81,496.7,367.5,0.965
2023-10-21,seattle,all,1006,12956,1060,118,41668.56,7525.27,456.3,331.5,0.9491
2023-10-22,seattle,all,937,12057,972,77,41737.51,7884.81,413.7,331.5,0.964
2023-10-23,seattle,all,725,9844,751,71,32059.46,6180.9,385.5,290.2,0.9654
2023-10-24,seattle,all,799,11014,851,58,33410.8,6561.54,380.2,295.8,0.9389
2023-10-25,seattle,all,713,9498,740,54,32285.01,6420.14,373.9,273.1,0.9635
2023-10-26,seattle,all,806,10848,836,71,37712.28,7009.99,388.0,299.0,0.9641
2023-10-27,seattle,all,837,11285,887,87,35612.5,6994.52,419.3,328.4,0.9436
2023-10-28,seattle,all,1120,14568,1156,125,47487.11,8446.17,551.4,421.8,0.9689
2023-10-29,seattle,all,921,12194,950,76,38975.68,7280.25,455.3,343.2,0.9695
2023-10-30,seattle,all,705,9789,741,76,28416.4,5290.61,311.7,234.1,0.9514
2023-10-31,seattle,all,731,9914,766,59,35387.61,6831.96,363.2,265.5,0.9543
2023-11-01,seattle,all,794,10420,839,56,34151.89,6597.93,364.6,266.7,0.9464
2023-11-02,seattle,all,883,11611,953,64,37184.37,6639.65,467.8,360.0,0.9265
2023-11-03,seattle,all,977,12530,1028,97,40566.11,7974.32,516.5,379.1,0.9504
2023-11-04,seattle,all,1056,13736,1118,100,45562.67,8964.22,480.5,356.7,0.9445
2023-11-05,seattle,all,906,11705,975,76,38478.31,7635.91,407.6,300.2,0.9292
2023-11-06,seattle,all,763,10254,804,54,35985.95,6611.67,352.5,282.1,0.949
2023-11-07,seattle,all,747,10282,799,74,30815.82,6151.53,344.9,263.8,0.9349
2023-11-08,seattle,all,727,9975,769,81,29527.27,5714.92,376.7,292.0,0.9454
2023-11-09,seattle,all,822,11203,873,60,37165.85,7046.48,388.0,302.0,0.9416
2023-11-10,seattle,all,979,12451,1054,105,42845.1,7839.27,520.8,395.6,0.9288
2023-11-11,seattle,all,1038,13287,1069,106,45162.88,8819.09,577.9,433.3,0.971
2023-11-12,seattle,all,942,12581,1013,89,42607.79,8220.07,408.3,309.6,0.9299
2023-11-13,seattle,all,753,10129,794,55,33358.48,6256.94,350.4,271.0,0.9484
2023-11-14,seattle,all,776,10535,823,90,34064.07,6809.9,379.0,286.5,0.9429
2023-11-15,seattle,all,840,11343,884,79,34362.37,6098.77,389.2,285.5,0.9502
2023-11-16,seattle,all,803,10930,838,72,32385.14,6128.97,424.1,344.1,0.9582
2023-11-17,seattle,all,963,12244,995,109,40888.07,7344.88,450.5,357.4,0.9678
2023-11-18,seattle,all,1102,14413,1187,124,45859.07,8425.93,502.4,365.1,0.9284
2023-11-19,seattle,all,930,12108,987,99,41470.8,7471.73,427.5,346.5,0.9422
2023-11-20,seattle,all,743,9957,798,83,29751.82,5356.42,352.3,259.7,0.9311
2023-11-21,seattle,all,754,10371,788,57,32434.25,5880.48,336.0,245.2,0.9569
2023-11-22,seattle,all,807,10840,842,87,35200.72,6043.98,444.9,328.0,0.9584
2023-11-23,seattle,all,820,10818,858,71,36008.46,6164.5,403.7,328.3,0.9557
2023-11-24,seattle,all,963,12230,1003,109,43217.25,8286.81,502.8,373.1,0.9601
2023-11-25,seattle,all,1031,13791,1088,91,44623.34,8002.18,517.1,413.0,0.9476
2023-11-26,seattle,all,848,11426,913,62,36066.73,6154.3,435.0,341.2,0.9288
2023-11-27,seattle,all,732,9851,786,66,34212.11,5899.69,377.6,291.4,0.9313
2023-11-28,seattle,all,821,10820,866,89,35545.96,6251.66,417.5,315.9,0.948
2023-11-29,seattle,all,830,11092,869,79,39111.33,6705.5,400.4,292.0,0.9551
2023-11-30,seattle,all,826,10972,876,89,35753.18,7092.87,397.1,314.1,0.9429
2023-12-01,seattle,all,946,12709,1003,68,41590.14,7779.47,423.0,321.3,0.9432
2023-12-02,seattle,all,1089,14397,1159,86,47583.59,8651.68,569.9,440.8,0.9396
2023-12-03,seattle,all,889,12152,939,87,39568.22,7358.95,452.4,328.1,0.9468
2023-12-04,seattle,all,704,9508,726,63,30325.74,5258.02,373.3,297.7,0.9697
2023-12-05,seattle,all,768,10814,794,80,33954.43,6487.18,402.7,317.8,0.9673
2023-12-06,seattle,all,880,11543,949,104,41683.66,8298.7,439.8,339.9,0.9273
2023-12-07,seattle,all,818,10686,873,84,37879.51,6587.99,463.5,356.7,0.937
2023-12-08,seattle,all,938,12224,1011,85,43450.62,7585.52,460.4,347.0,0.9278
2023-12-09,seattle,all,1039,14010,1088,101,42648.62,8054.61,544.8,410.9,0.955
2023-12-10,seattle,all,971,12601,1026,112,40203.03,7017.76,500.9,364.1,0.9464
2023-12-11,seattle,all,728,9448,762,75,32380.75,5627.18,342.5,270.1,0.9554
2023-12-12,seattle,all,783,10450,842,86,35779.67,6802.23,371.1,268.9,0.9299
2023-12-13,seattle,all,757,9963,791,64,32443.43,6117.52,374.6,269.8,0.957
2023-12-14,seattle,all,785,10679,836,84,33335.27,5884.75,328.9,237.8,0.939
2023-12-15,seattle,all,861,11449,894,66,40524.22,7889.88,421.0,311.7,0.9631
2023-12-16,seattle,all,1121,14676,1161,120,51015.51,8833.72,626.3,486.6,0.9655
2023-12-17,seattle,all,876,11907,909,100,40582.95,7304.01,442.0,348.3,0.9637
2023-12-18,seattle,all,807,10394,853,93,34724.25,6672.82,373.4,284.6,0.9461
2023-12-19,seattle,all,802,10767,860,61,34370.48,6475.98,363.0,276.2,0.9326
2023-12-20,seattle,all,822,10879,888,92,37883.97,7122.27,462.9,360.0,0.9257
2023-12-21,seattle,all,840,11417,891,63,36474.48,6951.61,457.8,356.9,0.9428
2023-12-22,seattle,all,905,12204,956,85,38603.78,7311.32,469.3,377.6,0.9467
2023-12-23,seattle,all,1111,14114,1188,116,46651.97,9154.43,497.0,398.5,0.9352
2023-12-24,seattle,all,935,12502,966,88,40088.27,7499.03,447.2,358.8,0.9679
2023-12-25,seattle,all,739,9889,791,64,33938.71,6178.15,360.6,290.1,0.9343
2023-12-26,seattle,all,788,10513,842,82,32054.85,6186.03,430.1,347.5,0.9359
2023-12-27,seattle,all,772,10383,816,80,35036.38,6228.67,402.9,312.5,0.9461
2023-12-28,seattle,all,827,11309,853,82,35099.47,6766.75,412.9,321.9,0.9695
2023-12-29,seattle,all,958,12563,996,92,41708.77,7440.82,443.5,351.6,0.9618
2023-12-30,seattle,all,1059,14111,1110,111,46255.28,8530.0,577.4,427.2,0.9541
2023-12-31,seattle,all,931,11977,1003,84,40511.87,7785.4,447.7,338.5,0.9282
2024-01-01,seattle,all,693,9223,736,51,30054.25,5675.14,354.2,287.4,0.9416
2024-01-02,seattle,all,735,9907,776,71,31621.48,5456.94,342.2,264.3,0.9472
2024-01-03,seattle,all,726,9894,766,77,31031.32,5691.04,368.2,267.0,0.9478
2024-01-04,seattle,all,856,11058,915,73,40149.4,7803.26,461.2,350.8,0.9355
2024-01-05,seattle,all,933,12528,976,72,41103.42,8216.69,469.8,345.8,0.9559
2024-01-06,seattle,all,1028,13868,1064,119,44947.16,8270.45,542.8,410.2,0.9662
2024-01-07,seattle,all,1032,13518,1098,117,43944.38,7583.82,475.5,368.3,0.9399
2024-01-08,seattle,all,775,10498,811,78,33404.46,6045.73,376.5,290.1,0.9556
2024-01-09,seattle,all,875,11536,915,96,37265.75,6882.9,427.5,328.8,0.9563
2024-01-10,seattle,all,824,10959,867,98,37643.42,6482.3,387.7,279.9,0.9504
2024-01-11,seattle,all,876,11794,913,86,37091.66,7267.29,463.2,354.1,0.9595
2024-01-12,seattle,all,965,12488,1038,79,37691.22,7016.74,453.5,327.8,0.9297
2024-01-13,seattle,all,1031,13347,1106,105,45496.25,8302.31,505.7,384.6,0.9322
2024-01-14,seattle,all,989,12401,1068,114,42908.1,7805.65,489.7,384.3,0.926
2024-01-15,seattle,all,762,10205,822,80,32545.98,5560.46,398.8,292.2,0.927
2024-01-16,seattle,all,739,10092,773,53,33998.01,6308.88,375.5,304.8,0.956
2024-01-17,seattle,all,753,10095,790,87,28603.65,5270.72,399.3,312.7,0.9532
2024-01-18,seattle,all,841,11951,896,91,39920.37,7200.7,406.7,301.7,0.9386
2024-01-19,seattle,all,918,12003,946,83,42522.03,8068.99,462.7,351.4,0.9704
2024-01-20,seattle,all,987,12621,1066,118,42064.25,7669.62,445.5,325.1,0.9259
2024-01-21,seattle,all,918,11858,946,97,39481.6,7389.1,493.2,356.2,0.9704
2024-01-22,seattle,all,757,10141,800,84,34148.01,6711.83,362.7,294.4,0.9462
2024-01-23,seattle,all,755,10043,803,88,34102.35,6169.68,410.1,323.0,0.9402
2024-01-24,seattle,all,818,10775,880,59,34851.27,6340.76,430.1,343.2,0.9295
2024-01-25,seattle,all,897,11745,953,98,36277.45,7109.55,496.1,388.1,0.9412
2024-01-26,seattle,all,1007,13045,1067,90,48990.67,8854.71,515.0,417.5,0.9438
2024-01-27,seattle,all,1039,13668,1086,118,47901.51,8774.64,521.3,422.0,0.9567
2024-01-28,seattle,all,900,12340,954,103,39910.57,7743.62,446.9,324.4,0.9434
2024-01-29,seattle,all,786,10381,839,88,34887.95,6550.42,380.3,281.0,0.9368
2024-01-30,seattle,all,839,11189,886,91,38062.83,7537.07,392.3,298.0,0.947
2024-01-31,seattle,all,862,11580,921,95,39333.35,7242.05,451.7,340.6,0.9359
2024-02-01,seattle,all,849,11597,877,72,33459.08,6168.88,425.1,328.4,0.9681
2024-02-02,seattle,all,1003,12869,1050,91,43357.77,7426.66,531.3,396.7,0.9552
2024-02-03,seattle,all,1108,14552,1194,84,47643.31,8381.37,589.5,471.5,0.928
2024-02-04,seattle,all,962,12586,1006,107,41986.34,7817.86,442.6,319.0,0.9563
2024-02-05,seattle,all,828,11164,879,85,37836.08,6644.52,385.9,308.4,0.942
2024-02-06,seattle,all,771,10288,814,78,30887.67,5671.21,373.9,283.9,0.9472
2024-02-07,seattle,all,838,11558,902,69,34384.72,6137.66,353.4,254.6,0.929
2024-02-08,seattle,all,910,12125,945,92,38675.15,6598.92,473.7,381.2,0.963
2024-02-09,seattle,all,876,11624,915,81,38841.45,7156.66,450.9,344.8,0.9574
2024-02-10,seattle,all,1006,13333,1080,120,46105.66,8731.86,497.3,394.1,0.9315
2024-02-11,seattle,all,926,11891,985,105,44067.33,7938.6,455.0,367.6,0.9401
2024-02-12,seattle,all,706,9708,746,68,30619.23,5918.57,371.5,268.8,0.9464
2024-02-13,seattle,all,819,10835,860,90,37532.36,6544.95,437.3,326.3,0.9523
2024-02-14,seattle,all,885,11899,930,69,40322.69,6965.29,478.1,349.9,0.9516
2024-02-15,seattle,all,816,11371,879,61,36876.4,7303.2,443.8,323.9,0.9283
2024-02-16,seattle,all,1005,12788,1069,102,44166.31,8729.46,545.6,444.4,0.9401
2024-02-17,seattle,all,1134,14732,1221,121,48899.25,8909.26,514.9,412.2,0.9287
2024-02-18,seattle,all,1000,12966,1079,73,41656.12,7606.32,532.5,402.8,0.9268
2024-02-19,seattle,all,786,10380,831,63,32627.25,6379.64,403.6,318.3,0.9458
2024-02-20,seattle,all,834,10900,884,81,37332.83,6940.76,413.7,335.9,0.9434
2024-02-21,seattle,all,809,10851,860,59,35499.14,6159.58,407.1,302.1,0.9407
2024-02-22,seattle,all,929,12356,996,85,40026.79,6942.49,442.7,319.4,0.9327
2024-02-23,seattle,all,958,12434,1018,90,43553.15,7575.37,451.8,362.5,0.9411
2024-02-24,seattle,all,1063,13986,1101,123,46303.14,8956.09,498.9,395.3,0.9655
2024-02-25,seattle,all,977,13183,1052,84,41025.21,7715.07,490.7,361.2,0.9287
2024-02-26,seattle,all,743,9965,790,58,32256.38,5773.67,377.5,290.3,0.9405
2024-02-27,seattle,all,856,11218,919,60,39209.41,6856.24,448.2,329.9,0.9314
2024-02-28,seattle,all,792,10550,833,60,33064.63,5743.46,423.1,330.1,0.9508
2024-02-29,seattle,all,865,11901,911,93,38458.25,7393.28,410.3,322.0,0.9495
2024-03-01,seattle,all,1033,13219,1100,95,45326.04,8910.01,553.2,413.6,0.9391
2024-03-02,seattle,all,996,13106,1065,80,42156.91,7838.33,506.3,404.1,0.9352
2024-03-03,seattle,all,936,12767,968,109,40579.93,7839.28,429.3,329.4,0.9669
2024-03-04,seattle,all,888,11718,933,97,36001.56,6426.06,478.8,378.6,0.9518
2024-03-05,seattle,all,798,10957,853,60,35304.48,6622.06,442.5,346.9,0.9355
2024-03-06,seattle,all,816,10613,881,68,33454.03,6126.81,393.6,301.1,0.9262
2024-03-07,seattle,all,926,12190,954,104,42928.77,7410.83,480.9,360.3,0.9706
2024-03-08,seattle,all,934,12270,974,98,40907.02,7552.3,411.1,304.4,0.9589
2024-03-09,seattle,all,995,12894,1048,117,42528.3,8310.18,569.4,452.4,0.9494
2024-03-10,seattle,all,1078,13445,1122,80,50184.38,8609.3,552.2,433.0,0.9608
2024-03-11,seattle,all,776,10252,800,84,32382.43,5968.51,363.5,271.9,0.97
2024-03-12,seattle,all,812,10883,858,60,34392.34,6747.7,420.7,343.6,0.9464
2024-03-13,seattle,all,852,10849,905,74,34059.26,6597.35,430.6,344.9,0.9414
2024-03-14,seattle,all,874,11742,918,94,40973.92,7572.12,424.2,310.8,0.9521
2024-03-15,seattle,all,1007,13009,1056,106,48457.15,8486.8,537.4,395.7,0.9536
2024-03-16,seattle,all,966,12865,1043,68,38947.28,7612.47,526.8,408.0,0.9262
2024-03-17,seattle,all,954,12903,1005,76,40263.86,7029.83,475.7,347.4,0.9493
2024-03-18,seattle,all,750,10161,802,82,33115.19,5904.59,376.9,307.7,0.9352
2024-03-19,seattle,all,860,11572,898,66,36864.31,6404.37,380.2,298.0,0.9577
2024-03-20,seattle,all,824,11024,883,71,36199.23,6652.34,380.2,276.3,0.9332
2024-03-21,seattle,all,900,12477,964,71,39367.16,7435.51,468.9,358.4,0.9336
2024-03-22,seattle,all,929,11981,969,70,41708.95,8125.47,457.8,339.8,0.9587
2024-03-23,seattle,all,1012,13454,1076,113,42388.51,7792.71,503.4,387.1,0.9405
2024-03-24,seattle,all,974,12581,1036,71,43268.83,8615.76,524.5,390.6,0.9402
2024-03-25,seattle,all,804,10623,846,78,33401.79,6275.38,416.4,334.4,0.9504
2024-03-26,seattle,all,845,11472,903,88,36414.36,6850.72,432.7,342.7,0.9358
2024-03-27,seattle,all,818,11239,855,60,32866.54,5760.15,396.7,321.6,0.9567
2024-03-28,seattle,all,882,11522,930,90,38023.01,6680.78,458.1,338.9,0.9484
